Spc_Code,Spc_Name,Family
0010,HAGFISHES (NS),"MYXINIFORMES (HYPOT.,MARISP.(CLASS))"
0011,HAGFISHES (NS),MYXINIDAE
0012,"HAGFISH, ATLANTIC",MYXINE GLUTINOSA
0014,LAMPREYS (NS),PETROMYZONTIFORMES(HYPEROARTIA)(CLASS)
0015,"LAMPREY, SEA",PETROMYZON MARINUS
0017,CARTILAGINOUS FISHES,SELACHII (CHONDRICHTHYES) (CLASS)
0018,"SHARKS,DOGFISH (NS)",SQUALIFORMES (PLEUROTREMA) (ORDER)
0019,"SHARKS,SLEEPER (NS)",DALATIIDAE
0020,"SHARK,GREENLAND",SOMNIOSUS MICROCEPHALUS
0023,DOGFISH SHARKS (NS),SQUALIDAE
0024,"DOGFISH,SPINY",SQUALUS ACANTHIAS
0025,DOGFISH (NCN)  ETM.SPI.,ETMOPTERUS SPINAX
0026,"DOGFISH,ETMOPTERUS",ETMOPTERUS PRINCEPS
0027,"DOGFISH,BLACK",CENTROSCYLLIUM FABRICII
0028,"SHARK,PORTUGUESE",CENTROSCYMNUS COELOLEPIS
0031,"SHARKS,ANGEL (NS)",SQUATINIDAE
0032,"SHARK, ATLANTIC ANGEL",SQUATINA DUMERIL
0035,"SHARKS, COW (NS)",HEXANCHIFORMES (ORDER)
0036,"SHARKS, COW (NS)",HEXANCHIDAE
0037,"SHARK, SEVEN GILLED",HEPTRANCHIAS PERLO
0040,"SHARKS,SAND (NS)",LAMNIFORMES (ORDER)
0041,"SHARKS,SAND (NS)",CARCHARIIDAE
0042,"SHARK,SAND",CARCHARIAS TAURUS
0044,"SHARKS,THRESHER (NS)",ALOPIIDAE
0045,"SHARK,THRESHER",ALOPIAS VULPINUS
0047,"SHARKS,BASKING (NS)",CETORHINIDAE
0048,"SHARK,BASKING",CETORHINUS MAXIMUS
0050,"SHARKS,MACKEREL (NS)",LAMNIDAE
0051,PORBEAGLE,LAMNA NASUS
0052,"MAKO, SHORTFIN",ISURUS OXYRINCHUS
0053,"SHARK,WHITE",CARCHARODON CARCHARIAS
0055,"SHARKS,CAT (NS)",SCYLIORHINIDAE
0056,"SHARK,DEEPSEA CAT",APRISTURUS PROFUNDORUM
0057,"DOGFISH,CHAIN",SCYLIORHINUS (SCYLLIORHINUS) RETIFER
0060,"SHARKS,REQUIEM (NS)",CARCHARHINIDAE (GALEIDAE)
0061,"SHARKS,REQUIEM (NS)",CARCHARHINUS  SP.
0062,"SHARK,WHITETIP",CARCHARHINUS LONGIMANUS
0063,"SHARK,DUSTY",CARCHARHINUS OBSCURUS
0064,"DOGFISH,SMOOTH",MUSTELUS CANIS
0065,"SHARK,BLUE",PRIONACE GLAUCA
0066,"SHARK,ATL. SHARPNOSE",RHIZOPRIONODON TERRAENOVAE
0067,"SHARK,TIGER",GALEOCERDO CUVIERI
0070,"SHARKS,HAMMERHEAD (NS)",SPHYRNIDAE
0071,"SHARK,SMOOTH HAMMERHEAD",SPHYRNA ZYGAENA
0080,"SKATES,RAYS,ETC.",RAJIFORMES (HYPOTREMATA) (ORDER)
0081,STINGRAYS (NS),DASYATIDAE (TRYGONIDAE)
0082,"STINGRAY,ROUGHTAIL",DASYATIS CENTROURA
0083,"STINGRAY,SOUTHERN",DASYATIS AMERICANA
0084,"RAY,SMOOTH BUTTERFLY",GYMNURA MICRURA
0088,SKATES (NS),RAJIDAE
0089,SKATES (NS) RAJA SP.,RAJA  SP.
0090,"SKATE,THORNY",RAJA RADIATA
0091,"SKATE,SMOOTH",RAJA SENTA
0092,"SKATE,ABYSSAL",RAJA BATHYPHILA
0093,"SKATE,LITTLE",RAJA ERINACEA
0094,"SKATE,DEEPWATER (ROUND)",RAJA FYLLAE
0095,"SKATE,ARCTIC",RAJA HYPERBOREA
0096,"SKATE,JENSEN'S",RAJA JENSENI
0097,"SKATE,BARNDOOR",RAJA LAEVIS
0098,"SKATE,WHITE",RAJA LINTEA
0099,"SKATE,SOFT",RAJA MOLLIS
0100,"SKATE, WINTER (SPOTTED)",RAJA OCELLATA
0101,"SKATE,RICHARDSON'S",RAJA RICHARDSONI
0102,"SKATE,SPINYTAIL",RAJA (BATHYRAJA) SPINICAUDA
0103,"SKATE,ROSETTE",RAJA GARMANI
0104,"SKATE, CLEARNOSE (BRIER)",RAJA EGLANTERIA
0105,SKATE (NCN)  BRE.PLU.,BREVIRAJA PLUTONIA
0106,SKATE (NCN)  DAC.ARM.,DACTYLOBATUS ARMATUS
0110,"MANTAS,DEVILFISHES",MOBULIDAE
0111,"MANTA,ATLANTIC",MANTA BIROSTRIS
0113,"RAYS,ELECTRIC (NS)",TORPEDINIFORMES (ORDER)
0114,TORPEDOES (NS),TORPEDINIDAE
0115,"TORPEDO,ATLANTIC",TORPEDO NOBILIANA
0117,CHIMAERAS (NS),CHIMAERIFORMES (HOLOCEPHALI) (ORDER)
0118,CHIMAERAS (NS),CHIMAERIDAE
0119,CHIMAERA   CHI.MON.,CHIMAERA MONSTROSA
0120,"CHIMAERA,LONGNOSE",HARRIOTTA RALEIGHANA
0121,"CHIMAERA,DEEPWATER",HYDROLAGUS AFFINIS
0122,"CHIMAERA,KNIFENOSE",RHINOCHIMAERA ATLANTICA
0125,"FISHES,BONY (NS)",PISCES (OSTEICHTHYES) (CLASS)
0131,STURGEONS (NS),ACIPENSERIFORMES (GLANIOSTOMI) (ORDER)
0132,STURGEONS (NS),ACIPENSERIDAE
0133,"STURGEON,SHORTNOSE",ACIPENSER BREVIROSTRUM
0134,"STURGEON,ATLANTIC",ACIPENSER OXYRHYNCHUS
0135,GARS (NS),LEPISOSTEIFORMES (HOLOSTEI) (ORDER)
0136,GARS (NS),LEPISOSTEIDAE
0137,"GAR,LONGNOSE",LEPISOSTEUS OSSEUS
0140,"FISHES,HERRINGLIKE",CLUPEIFORMES (ISOSPONDYLI) (ORDER)
0141,TARPONS (NS),ELOPIDAE
0142,TARPON,MEGALOPS ATLANTICUS
0143,BONEFISHES (NS),ALBULIDAE
0144,BONEFISH,ALBULA VULPES
0146,SEARSID,SEARSIIDAE
0147,"SEARSID,LEGLESS",PLATYTROCTES APUS
0149,HERRINGS (NS),CLUPEIDAE
0150,"HERRING,ATLANTIC",CLUPEA HARENGUS
0151,ALEWIFE (GASPERAUX),ALOSA PSEUDOHARENGUS
0152,"SHAD, AMERICAN",ALOSA SAPIDISSIMA
0153,"HERRING,BLUEBACK",ALOSA AESTIVALIS
0154,"SHAD,HICKORY",ALOSA MEDIOCRIS
0155,"MENHADEN, ATLANTIC",BREVOORTIA TYRANNUS
0156,"SHAD,GIZZARD",DOROSOMA CEPEDIANUM
0157,"HERRING,ROUND",ETRUMEUS SADINA
0160,ANCHOVIES (NS),ENGRAULIDAE
0161,"ANCHOVY,STRIPED",ANCHOA HEPSETUS
0162,"ANCHOVY,BAY",ANCHOA MITCHILLI
0164,SMOOTHHEADS (NS),ALEPOCEPHALIDAE
0165,"SMOOTHHEAD,AGASSIZ'S",ALEPOCEPHALUS AGASSIZII
0166,"SMOOTHHEAD,BAIRD'S",ALEPOCEPHALUS BAIRDII
0167,"HERRING,BLACK",BATHYTROCTES  SP.
0168,ATLANTIC GYMNAST,XENODERMICHTHYS (ALEPOSOMUS) COPEI
0171,"SALMON,TROUTS,ETC.",SALMONIDAE
0172,"SALMON,ATLANTIC (NS)",SALMO  SP.
0173,"SALMON,ATLANTIC",SALMO SALAR
0174,"TROUT,BROWN",SALMO TRUTTA
0175,"TROUT,RAINBOW",SALMO GAIRDNERI
0176,"TROUTS,CHAR (NS)",SALVELINUS  SP.
0177,ARCTIC CHAR,SALVELINUS ALPINUS
0178,"TROUT,BROOK",SALVELINUS FONTINALIS
0179,"TROUT,LAKE",SALVELINUS NAMAYCUSH
0180,"WHITEFISH,LAKE",COREGONUS CLUPEAFORMIS
0181,"SALMON,PINK",ONCORHYNCHUS GORBUSCHA
0182,"WHITEFISH,ROUND",PROSOPIUM CYLINDRACEUM QUADRILATERALE
0186,"SMELTS,CAPELIN (NS)",OSMERIDAE
0187,CAPELIN,MALLOTUS VILLOSUS
0188,SMELT,OSMERUS MORDAX
0190,PIKES (NS),ESOCIDAE
0191,"PIKE,NORTHERN",ESOX LUCIUS
0192,ARGENTINES (NS),ARGENTINIDAE
0193,"ARGENTINE,ATLANTIC",ARGENTINA SILUS
0194,"ARGENTINE,STRIATED",ARGENTINA STRIATA
0195,"ARGENTINE,LARGE EYED",NANSENIA GROENLANDICA
0196,"ARGENTINE, PYGMY",GLOSSONADON PYGMAEUS
0199,"SMELTS, DEEPSEA (NS)",BATHYLAGIDAE
0200,BLACKSMELTS (NS),BATHYLAGUS  SP.
0201,BLACKSMELT (NCN),BATHYLAGUS BENEDICTI
0202,"BLACKSMELT,GOITRE",BATHYLAGUS EURYOPS
0205,LIGHTFISHES (NS),GONOSTOMIDAE
0206,ANGLEMOUTHS (NS),CYCLOTHONE  SP.
0207,"ANGLEMOUTH,BRAUER'S",CYCLOTHONE BRAUERI
0208,"ANGLEMOUTH,VEILED",CYCLOTHONE MICRODON
0209,ANGLEMOUTH (NCN) CYC.SIG,CYCLOTHONE SIGNATA
0211,ANGLEMOUTHS (NS),GONOSTOMA  SP.
0212,ANGLEMOUTH (NCN) GON.DEN,GONOSTOMA DENUDATUM
0213,"ANGLEMOUTH,LONGTOOTH",GONOSTOMA ELONGATUM
0214,"ANGLEMOUTH,MUELLER'S",MAUROLICUS MUELLERI
0215,PEARLSIDES,MAUROLICUS PENNANTI
0220,HATCHETFISHES (NS),STERNOPTYCHIDAE
0221,"HATCHETFISH,ATL. SILVER",ARGYROPELECUS ACULEATUS
0222,"HATCHETFISH,SILVER (NCN)",POLYIPNUS ASTEROIDES
0223,"HATCHETFISH,TRANSPARENT",STERNOPTYX DIAPHANA
0226,VIPERFISHES (NS),CHAULIODONTIDAE
0227,VIPERFISH,CHAULIODUS SLOANI
0229,"DRAGONFISHES,SCALED (NS)",STOMIATIDAE
0230,"DRAGONFISH,BOA",STOMIAS BOA FEROX
0232,"DRAGONFISHES,BIGHEAD",ASTRONESTHIDAE
0233,"DRAGONFISH,BIGHEAD(NCN)",BOROSTOMIAS  SP.
0234,"DRAGONFISH,STRAIGHTLINE",BOROSTOMIAS ANTARCTICUS
0235,"DRAGONFISH,SCALED (NS)",ASTRONESTHES  SP.(RICHARDSONI?)
0237,"DRAGONFISHES,SMOOTH",MELANOSTOMIIDAE (STOMIATIDAE)
0238,"DRAGONFISH,SMOOTH(NCN)",ECHIOSTOMA  SP.
0240,"DRAGONFISH,TORPEDO",GRAMMATOSTOMIAS DENTATUS
0241,"DRAGONFISH,BLUENOSE",MELANOSTOMIAS SPILORHYNCHUS
0242,"DRAGONFISH,THREELIGHT",TRIGONOLAMPA MIRICEPS
0245,SAWTAILFISHES (NS),IDIACANTHIDAE
0246,"SAWTAILFISH,RIBBON",IDIACANTHUS FASCIOLA
0249,DAGGERTOOTHFISHES (NS),ANOTOPTERIDAE
0250,DAGGERTOOTH,ANOTOPTERUS PHARAO
0259,"MINNOWS,SUCKERS,ETC.",CYPRINIFORMES (EVENTOGNATHI) (ORDER)
0260,MINNOWS (NS),CYPRINIDAE
0261,"CHUB,LAKE",COUESIUS PLUMBEUS
0262,"DACE,LONGNOSE",RHINICHTHYS CATARACTAE
0264,"DACE,PEARL",SEMOTILUS MARGARITA
0266,SUCKERS (NS),CATOSTOMIDAE
0267,"SUCKER,LONGNOSE",CATOSTOMUS CATOSTOMUS
0268,"SUCKER,WHITE",CATOSTOMUS COMMERSONI
0271,DEEPWATER FISHES,MYCTOPHIFORMES (INIOMI) (ORDER)
0272,LANTERNFISHES (NS),MYCTOPHIDAE
0273,"LANTERNFISH,COMMON (NS)",NOTOSCOPELUS  SP.
0274,"LAMPFISH, PATCHWORK",NOTOSCOPELUS RESPLENDENS
0275,"LANTERNFISH,KROYER'S",NOTOSCOPELUS ELONGATUS KROYERI
0276,LANTERNFISH  NOT.BOL,NOTOSCOPELUS BOLINI
0277,"LANTERNFISH,ARCTIC",PROTOMYCTOPHUM ARCTICUM
0280,"LANTERNFISH,METALLIC(NS)",MYCTOPHUM  SP.
0281,"LANTERNFISH,SPOTTED",MYCTOPHUM PUNCTATUM
0282,"LANTERNFISH,METALLIC",MYCTOPHUM AFFINE
0283,LANTERNFISH  LAM.MAC,LAMPANYCTUS MACDONALDI
0284,"LANTERNFISH, JEWEL",LAMPANYCTUS CROCODILUS
0285,"LANTERNFISH,MIRROR",LAMPADENA SPECULIGERA
0286,HEADLIGHT FISH,DIAPHUS (AETHOPRORA) METOPOCLAMPA
0287,"LANTERNFISH,HORNED",CERATOSCOPELUS MADERENSIS
0288,"LANTERNFISH,COCCO'S",GONICHTHYS COCCOI
0290,"LANTERNFISH, GLACIER",BENTHOSEMA GLACIALE
0293,"LANTERNFISH,LARGESCALE",SYMBOLOPHORUS VERANYI
0296,"LANTERNFISH,BENOIT'S",HYGOPHUM BENOITI
0300,SCOPELOSAURUS (NS),SCOPELOSAURIDAE
0301,SCOPELOSAURUS (NS),SCOPELOSAURUS  SP.
0303,LOOSEJAWS (NS),MALACOSTEIDAE
0304,LOOSEJAW,MALACOSTEUS NIGER
0306,FEELERFISHES (NS),BATHYPTEROIDAE
0307,"FEELERFISH,NOTCH",BATHYPTEROIS DUBIUS
0309,LIZARDFISHES,SYNODONTIDAE
0310,"LIZARDFISH,INSHORE",SYNODUS FOETENS
0311,"LIZARDFISH,OFFSHORE",SYNODUS POEYI
0312,SNAKEFISH,TRACHINOCEPHALUS MYOPS
0313,"LIZARDFISH,LARGESCALE",SAURIDA BRASILIENSIS
0316,BARRACUDINAS (NS),PARALEPIDIDAE
0317,BARRACUDINA (NS) PARA.SP,PARALEPIS  SP.
0318,"BARRACUDINA,SHORT",PARALEPIS BREVIS (ATLANTICA)
0319,"BARRACUDINA,BOREAL",PARALEPIS COREGONOIDES BOREALIS
0320,"LANCETFISH,SCALED",NOTOLEPIS RISSOI KROYERI
0323,LANCETFISHES (NS),ALEPISAURIDAE (PLAGYODONTIDAE)
0324,"LANCETFISH, SHORTNOSED",ALEPISAURUS BREVIROSTIS
0325,"LANCETFISH,LONGNOSE",ALEPISAURUS FEROX
0327,GREENEYES (NS),CHLOROPHTHALAMIDAE
0328,"GREENEYE,SHORTNOSE",CHLOROPHTHALMUS AGASSIZII
0329,"GREENEYE,LONGNOSE",PARASUDIS TRUCULENTUS
0340,EELS (NS),ANGUILLIFORMES (APODES) (ORDER)
0341,"EELS, FRESHWATER (NS)",ANGUILLIDAE
0342,"EEL,AMERICAN",ANGUILLA ROSTRATA
0344,"EELS,MORAY (NS)",MURAENIDAE
0345,"MORAY,GREEN",GYMNOTHORAX FUNEBRIS
0346,"MORAY,SPOTTED",GYMNOTHORAX MORINGA
0348,SNAKE EELS (NS),OPHICHTHIDAE
0349,SNAKE EEL,OMOCHELYS CRUENTIFER
0350,"EEL,PALESPOTTED",OPHICHTHUS OCELLATUS
0351,SNAKE EEL (NCN) OPH.MEL.,OPHICHTHUS MELANOPORUS
0353,"EEL,SPOTTED SPOONNOSED",MYSTRIOPHIS INTERTINCTUS
0354,"EEL,SPECKLED WORM",MYROPHIS PUNCTATUS
0355,SNAKE EEL (NCN)  PIS.CRU,PISOODONOPHIS CRUENTIFER
0358,"EELS,SNUBNOSE (NS)",SIMENCHELYIDAE
0359,SNUBNOSE EEL,SIMENCHELYS PARASITICUS
0361,"EELS,CONGER",CONGRIDAE
0362,"CONGER,AMERICAN",CONGER OCEANICUS
0364,"EELS, LONGNECK (NS)","DERICHTHYIDAE (NESSOR.,NETTAS.)"
0365,DUCKBILL EEL,NESSORHAMPHUS INGOLFIANUS
0367,"EELS,SNIPE (NS)",NEMICHTHYIDAE
0368,"SNIPE EEL,ATLANTIC",NEMICHTHYS SCOLOPACEUS
0369,"SNIPE EEL,SHORTNOSE",SERRIVOMER BEANI
0370,SNIPE EEL (NCN),SERRIVOMER BREVIDENTATUS
0372,"EELS, CUTTHROAT (NS)",SYNAPHOBRANCHIDAE
0373,LONGNOSE EEL,SYNAPHOBRANCHUS KAUPI
0374,HISTOBRANCHUS,HISTOBRANCHUS INFERNALIS
0377,GULPERS (NS),SACCOPHARYNGIFORMES (ORDER)
0378,GULPERS (NS),SACCOPHARYNGIDAE
0379,GULPER (NCN)  SAC.AMP.,SACCOPHARYNX AMPULLACEUS
0381,GULPERS (NS),EUPHARYNGIDAE
0382,"GULPER,PELICAN",EURYPHARYNX PELECANOIDES
0384,"EELS,SPINY (NS)",NOTACANTHIFORMES (ORDER)
0385,SPINY EELS (NS),NOTACANTHIDAE
0386,"TAPIRFISH,LARGE SCALE",NOTACANTHUS NASUS
0387,"TAPIRFISH, SHORTSPINE",MACDONALDIA ROSTRATA
0390,LIPOGENYS (NCN),LIPOGENYIDAE
0391,LIPOGENYS,LIPOGENYS GILLII
0393,HALOSAURUS (NS),HALOSAURIFORMES (ORDER)
0394,HALOSAURUS (NS),HALOSAURIDAE
0396,FLYINGFISHES (NS),BELONIFORMES (SYNENTOGNATHI) (ORDER)
0397,SAURY      (NS),SCOMBERESOCIDAE
0398,BILLFISH,SCOMBERESOX SAURUS
0400,HALFBEAKS (NS),HEMIRAMPHIDAE
0401,"HALFBEAK,COMMON",HYPORHAMPHUS UNIFASCIATUS
0402,FLYINGFISHES (NS),EXOCOETIDAE
0403,FLYINGFISH (NS) CYP.SP.,CYPSELURUS  SP.
0404,"FLYINGFISH,SPOTFIN",CYPSELURUS FURCATUS
0405,"FLYINGFISH,ATLANTIC",CYPSELURUS MELANURUS
0408,TOPMINNOWS,CYPRINODONTIFORMES (ORDER)
0409,KILLIFISHES (NS),CYPRINODONTIDAE
0410,KILLIFISH (NS) FUN.SP.,FUNDULUS  SP.
0411,"KILLIFISH,BANDED",FUNDULUS DIAPHANUS
0412,MUMMICHOG,FUNDULUS HETEROCLITUS
0413,"SEAHORSES,ETC.",SYNGNATHIFORMES (AULOSTOMI) (ORDER)
0414,CORNETFISHES (NS),FISTULARIIDAE
0415,CORNETFISH,FISTULARIA TABACARIA
0416,PIPEFISHES (NS),SYNGNATHIDAE
0417,"SEAHORSE,SPOTTED",HIPPOCAMPUS ERECTUS (HUDSONIUS)
0418,"PIPEFISH,NORTHERN",SYGNATHUS FUSCUS
0421,STICKLEBACKS (NS),GASTEROSTEIFORMES (ORDER)
0422,STICKLEBACKS (NS),GASTEROSTEIDAE
0423,"STICKLEBACK,FOURSPINE",APELTES QUADRACUS
0424,"STICKLEBACK,BROOK",CULAEA (EUCALIA) INCONSTANS
0425,STICKLEBACK (NS) GAS.SP.,GASTEROSTEUS  SP.
0426,"STICKLEBACK,THREESPINE",GASTEROSTEUS ACULATEUS
0427,"STICKLEBACK,TWOSPINE",GASTEROSTEUS WHEATLANDI
0428,"STICKLEBACK,NINESPINE",PUNGITIUS PUNGITIUS
0430,"CODS,HAKES,ETC.",GADIFORMES (ANACANTHINI) (ORDER)
0431,MORAS,MORIDAE
0432,"HAKE,BLUE",ANTIMORA ROSTRATA
0433,MORA (NCN)  HAL.AFF.,HALARGYREUS AFFINIS
0434,MORA (NCN)  HAL.JOH.,HALARGYREUS JOHNSONII
0435,LEPIDION (NCN),LEPIDION(HALOPORPHYRUS) EQUES
0436,GADOIDS (NS),GADIDAE
0437,COD(NS)   GADUS SP.,GADUS  SP.
0438,"COD,ATLANTIC",GADUS MORHUA
0439,"COD,GREENLAND (ROCK)",GADUS OGAC
0440,"WHITING,BLUE",MICROMESISTIUS POUTASSOU
0441,HADDOCK,MELANOGRAMMUS AEGLEFINUS
0442,TOMCOD,MICROGADUS TOMCOD
0443,POLLOCK,POLLACHIUS VIRENS
0444,"HAKE,LONGFIN",UROPHYCIS CHESTERI
0445,"HAKE,RED (SQUIRREL)",UROPHYCIS CHUSS
0446,"HAKE,SPOTTED",UROPHYCIS REGIUS
0447,"HAKE,WHITE (COMMON)",UROPHYCIS TENUIS
0448,"HAKE,OFFSHORE SILVER",MERLUCCIUS ALBIDUS
0449,"HAKE,SILVER",MERLUCCIUS BILINEARIS
0450,HAKE (NS)  MER.SP.,MERLUCCIUS  SP.
0451,"COD,ARCTIC",BOREOGADUS SAIDA
0452,"COD,POLAR",ARCTOGADUS GLACIALIS
0453,THREEBEARD ROCKLING (NS),GAIDROPSARUS  SP.
0454,THREEBEARD ROCKLING,GAIDROPSARUS ENSIS
0455,"THREEBEARD RKLG,SILVERY",GAIDROPSARUS ARGENTATUS
0456,"LING,BLUE",MOLVA BRYKELANGE
0457,"LING,EUROPEAN",MOLVA MOLVA
0458,CUSK,BROSME BROSME
0459,GADOID (NCN)  PHO.MEG.,PHOCAEGADUS MEGALOPS
0460,NORWAY POUT,TRISOPTERUS ESMARKI
0461,FOURBEARD ROCKLING,ENCHELYOPUS CIMBRIUS
0462,GADOID (NCN) PHY.FUL.,PHYSICULUS FULVUS
0463,GADOID (NCN)  LAE.BAR.,LAEMONEMA BARBATULA
0464,BURBOT (LING),LOTA LOTA
0465,HAKE (NS)  UROP.SP.,UROPHYCIS  SP.
0470,GRENADIERS (NS),MACROURIFORMES (ORDER)
0471,GRENADIERS (NS),MACROURIDAE
0472,GRENADIER (NCN) NEM.ARM.,NEMATONURUS ARMATUS
0473,GRENADIERS (NS) MAC.SP.,MACROURUS  SP.
0474,"GRENADIER,ROUGHHEAD",MACROURUS BERGLAX
0475,GRENADIER (NCN) MAC.AEQ.,MACROURUS AEQUALIS
0476,GRENADIER (NCN) MAC.HOL.,MACROURUS HOLOTRACHYS
0477,GRENADIER (NS) NEZ.SP.,NEZUMIA  SP.
0478,MARLIN SPIKE (COMMON),NEZUMIA BAIRDI
0479,GRENADIER (NCN) NEZ.HIL.,NEZUMIA HILDEBRANDI
0481,"GRENADIER,ROUNDNOSE",CORYPHAENOIDES RUPESTRIS
0482,"GRENADIER,LONGNOSE",COELORHYNCHUS CARMINATUS
0483,"GRENADIER,ROUGHNOSE",TRACHYRHYNCHUS MURRAYI
0484,"GRENADIER,STRAPTAIL",MALACOCEPHALUS OCCIDENTALIS
0485,GRENADIER (NCN) HYM.SP.,HYMENOCEPHALUS  SP.
0490,RIBBONFISHES (NS),LAMPRIFORMES (SELENICHTHYES) (ORDER)
0491,OPAHS (NS),LAMPRIDAE
0492,OPAH,LAMPRIS REGIUS
0493,RIBBONFISHES (NS),TRACHYPTERIDAE
0494,DEALFISH,TRACHYPTERUS ARCTICUS
0498,OGREFISHES (NS),STEPHANOBERYCIFORMES(XENOBERYCES)(ORD)
0499,OGREFISHES (NS),ANOPLOGASTERIDAE (MELAMPHAIDAE)
0500,OGREFISH,ANOPLOGASTER CORNUTA
0501,"BLUEBACK, BEAN'S",PLECTROMUS (MELAMPHAES) BEANII
0505,"BEARDFISH,SPINYFINS",BERYCIFORMES (ORDER)
0506,BEARDFISHES (NS),POLYMIXIIDAE
0507,"BEARDFISH,STOUT",POLYMIXIA NOBILIS
0508,BEARDFISH (NCN) POL.LOW.,POLYMIXIA LOWEI
0511,ALFONSINOS (NS),BERYCIDAE
0512,ALFONSINO (NCN) BER.DEC.,BERYX DECADACTYLUS
0513,ALFONSINO (NCN) BER.SPL.,BERYX SPLENDENS
0514,ALFONSINO (NCN) CAU.LON.,CAULOLEPIS LONGIDENS
0516,MANEFISHES (NS),CARISTIIDAE
0517,"MANEFISH, ATLANTIC",CARISTIUS GROENLANDICUS
0519,SPINYFINS (NS),DIRETMIDAE
0520,SPINYFIN,DIRETMUS ARGENTEUS
0526,SLIMEHEADS (NS),TRACHICHTHYIDAE
0527,SLIMEHEAD,HOPLOSTETHUS  SP.
0528,"DORIES,ETC.",ZEIFORMES (ORDER)
0529,DORIES (NS),ZEIDAE
0530,JOHN DORY,ZENOPSIS OCELLATA
0531,DIAMOND DORIES (NS),GRAMMICOLEPIDAE
0532,TINSELFISH,XENOLEPIDICHTHYS AMERICANUS
0533,MULLETS (NS),MUGILIFORMES (ORDER)
0534,MULLETS (NS),MUGILIDAE
0535,STRIPED MULLET,MUGIL CEPHALUS
0536,BARRACUDAS (NS),SPHYRAENIDAE
0537,SOUTHERN SENNET,SPHYRAENA PICUDILLA
0538,SILVERSIDES (NS),ATHERINIDAE
0539,"SILVERSIDES,ATLANTIC",MENIDIA MENIDIA
0540,PERCHLIKE FISHES,PERCIFORMES (ORDER)
0541,SQUARETAILS (NS),TETRAGONUROIDEI (SUBORDER)
0542,SQUARETAILS (NS),TETRAGONURIDAE
0543,"SQUARETAIL,BIGEYE",TETRAGONURUS ATLANTICUS
0545,CUTLASSFISHES (NS),TRICHIUROIDEI (SUBORDER)
0546,CUTLASSFISHES (NS),TRICHIURIDAE
0547,"SCABBARDFISH,BLACK",APHANOPUS CARBO
0548,FROSTFISH,BENTHODESMUS SIMONYI
0550,SNAKE MACKERELS (NS),GEMPYLIDAE
0551,SILVERSIDES,THYRSITOPS VIOLACEUS
0552,OILFISH,RUVETTUS PRETIOSUS
0555,"TUNAS,SWORDFISHES,ETC.",SCOMBROIDEI (SUBORDER)
0556,"MACKERELS,TUNAS",SCOMBRIDAE
0557,ESCOLAR,LEPIDOCYBIUM FLAVOBRUNNEUM
0558,"MACKEREL,FRIGATE",AUXIS THAZARD
0560,SKIPJACK,EUTHYNNUS (KATSUWONUS) PELAMIS
0561,"BONITO,ATLANTIC",SARDA SARDA
0562,ALBACORE,THUNNUS ALALUNGA
0563,"TUNA,YELLOWFIN",THUNNUS ALBACARES
0564,"TUNA,BIGEYE",THUNNUS OBESUS
0565,"TUNA,BLUEFIN",THUNNUS THYNNUS
0568,"MACKEREL,KING",SCOMBEROMORUS CAVALLA
0569,"MACKEREL,SPOTTED",SCOMBEROMORUS MACULATUS
0571,"MACKEREL,CHUB",SCOMBER COLIAS
0572,"MACKEREL,ATLANTIC",SCOMBER SCOMBRUS
0575,"MARLINS,SAILFISHES",ISTIOPHORIDAE
0576,"MARLIN, ATLANTIC WHITE",MAKAIRA (TETRAPTERUS) ALBIDA
0577,"MARLIN,BLUE",MAKAIRA NIGRICANS
0578,"SAILFISH,ATLANTIC",ISTIOPHORUS PLATYPTERUS
0581,SWORDFISHES (NS),XIPHIIDAE
0582,SWORDFISH,XIPHIAS GLADIUS
0590,"SEA BASS,GROUPERS,ETC.",PERCOIDEA (SUBORDER)
0591,SEA BASSES (NS),SERRANIDAE
0593,WRECKFISH,POLYPRION AMERICANUS
0594,"PERCH,WHITE",MORONE (ROCCUS) AMERICANA
0595,"SEA BASS,STRIPED",MORONE (ROCCUS) SAXATILIS
0597,"SEA BASS,BLACK",CENTROPRISTES STRIATUS
0598,"SEA BASS,ROCK",CENTROPRISTES PHILADELPHICUS
0599,"GROUPER,RED",EPINEPHELUS MORIO
0600,"GROUPER,SNOWY",EPINEPHELUS NIVEATUS
0601,SEA BASS (NCN) SER.NOT.,SERRANUS NOTOSPILUS
0604,SNAPPERS (NS),LUTJANIDAE (LUTIANIDAE)
0605,"SNAPPER,RED",LUTJANUS  AYA
0606,"SNAPPER,MUTTON",LUTJANUS ANALIS
0607,SNAPPER (NCN)  PRI.MAC.,PRISTIPOMOIDES MACROPHTHALMUS
0609,BIGEYES (NS),PRIACANTHIDAE
0610,"BIGEYE,SHORT",PRISTIGENYS ALTA
0612,COBIAS (NS),RACHYCENTRIDAE
0613,COBIA,RACHYCENTRON CANADUM
0615,CARDINALFISHES (NS),APOGONIDAE
0616,"CARDINALFISH,SHERBORN'S",RHECTOGRAMMA SHERBORNI
0617,CARDINALFISH   SYN.BEL.,SYNAGROPS BELLUS
0619,TILEFISHES (NS),BRANCHIOSTEGIDAE
0620,TILEFISH,LOPHOLATILUS CHAMAELEONTICEPS
0622,BLUEFISHES (NS),POMATOMIDAE
0623,BLUEFISH,POMATOMUS SALTATRIX
